Text,is_toxic
กี่คดีแล้ววะพวกลูกตำรวจทำสันดานเลวๆ ก่อคดีรุนแรงแล้วก็รอดไปได้เพราะตำรวจแม่งช่วยกัน ผีห่า  ที่เป็นตำรวจเลว ทำไมเจอเยอะกว่า  ที่ดีวะ,1
บ่เจริญดอกแบบนี้น่ะ อยากสิเป็นหัวหน้าแต่สันดานแบบนี้บ่มีทาง ตอนแรกกูบ่ได้อคติมันเลย มาวันนี้เจอกับตัวรอบ กูรู้คำเดียวซังมึง,1
เอ้า ตอแหลเป็นสิคะ แหมมมมม นิดๆหน่อยๆ แต่ทำไปก็รุ้นะว่าสตออยู่ คือตั้งใจ ไม่ใช่ไม่รุ้ตัวแบบทำเป็นสันดาน,1
นี่ก็บ่นไปเรื่อย  อย่าถือสาคนบ้า อย่าว่าคนพาลเลย ฮือออออออ,0
แต่งตัวไม่เคยเกรงใจแบล็คการ์ดเลย แฟชั่นนิสต้าหรือคนบ้าใต้พานลอยคะนี่,1
หากไม่ใช่เพราะคำสั่งของเบื้องบน ฉัีนคงไม่ต้องมานั่งเขียนทวิตบ้าๆนี่ แล้วทำไมถึงมีแต่ตูที่มาเขียนล่ะเนี่ย ไอ้พวกหอกกุดมันหายหัวไปไหนหมด,1
ถึงไทยเมื่อไหร่อ่า นี่จำไม่ได้ว่าสั่งนัดรับหรือส่งไปร จะบ้าตายยยย,0
เหมือนคนบ้าไปทุกวันๆ ละกู คุยแชทไปหัวเราะไป,0
เปงบ้าไปแล้วอี่เวง พยายามมีสาระ ต้องการจะติ่งและสาปแช่งทีมฟุตบอลไปพร้อมกัน ออต๊อคเขร่,1
จะบ้าตาย พวกแอนตี้ทั้งหลายกุขอสาปแช่งมึงงงง,1
อีหมาบ้าฉีดยาด้วยนะมึง กุกลัววววว แมร่งงงง เล่นกัดไปทั่ว,1
โปรเจคส้นตีนอะไรของมันว่ะ อีบ้า,1
น้องแม่งกวนตีนขั้นสุด  แบบกูก็สอนไปเหอะ พูดไป น้องจะคุยเรื่องรองเท้า เหมือนต่างคนต่างพูดคนละเรื่อง แต่ก็ไม่มีใครหยุด กูจะบ้า,0
เพิ่งมาดัดจริตไหว้พระทำบุญ เสริมสิริมงคลในช่วงที่ตัวเองกำลังจะถูกชี้เป็นชี้ตายเพราะความชั่วที่ตัวเองทำ กับพระยังตอแหลได้เลยอ่ะ,1
แหม่ พวกสลิ่มพากันสงสารฟวัยแดงกันใหญ่ เชียวตอนตเค้าโดนยิงตายกลางกรุง โดนฆ่าตายในวัดไม่สงสารหละ มาดัดจริตอะไรตอนนี้,1
